ID,カテゴリ,雑種・品種,科番号APG,APG番号::科和名APG,APG番号::科学名APG,和名,採用学名,自生,固有
12228,1,,30,サトイモ科,Araceae,アマギテンナンショウ,Arisaema kuratae Seriz.,自生,固有
12229,1,,30,サトイモ科,Araceae,ミミガタテンナンショウ,Arisaema limbatum Nakai et F.Maek.,自生,固有
12230,1,,30,サトイモ科,Araceae,ヤマトテンナンショウ,Arisaema longilaminum Nakai,自生,
12231,1,,30,サトイモ科,Araceae,シコクヒロハテンナンショウ,Arisaema longipedunculatum M.Hotta var. longipedunculatum,自生,固有
12232,1,,30,サトイモ科,Araceae,ヤクシマヒロハテンナンショウ,Arisaema longipedunculatum M.Hotta var. yakumontanum Seriz.,自生,固有
12233,1,,30,サトイモ科,Araceae,ウメガシマテンナンショウ,Arisaema maekawae J.Murata et S.Kakishima,自生,
12234,1,,30,サトイモ科,Araceae,ツクシマムシグサ,Arisaema maximowiczii (Engl.) Nakai,自生,固有
12235,1,,30,サトイモ科,Araceae,ヒトヨシテンナンショウ,Arisaema mayebarae Nakai ,自生,固有
12236,1,,30,サトイモ科,Araceae,ヒュウガヒロハテンナンショウ,Arisaema minamitanii Seriz.,自生,固有
12237,1,,30,サトイモ科,Araceae,ハリママムシグサ,Arisaema minus (Seriz.) J.Murata,自生,固有
12238,1,,30,サトイモ科,Araceae,ヒトツバテンナンショウ,Arisaema monophyllum Nakai,自生,固有
12239,3,f,30,サトイモ科,Araceae,アキタテンナンショウ,Arisaema monophyllum Nakai f. akitense (Nakai) H.Ohashi,自生,固有
12240,3,f,30,サトイモ科,Araceae,クロハシテンナンショウ,Arisaema monophyllum Nakai f. atrolinguum (F.Maek.) Kitam. ex H.Ohashi et J.Murata,自生,固有
12241,1,,30,サトイモ科,Araceae,ナギヒロハテンナンショウ,"Arisaema nagiense T.Kobay., K.Sasamura et J.Murata",自生,
12242,1,,30,サトイモ科,Araceae,タカハシテンナンショウ,Arisaema nambae Kitam.,自生,固有
12243,3,f,30,サトイモ科,Araceae,モエギタカハシテンナンショウ,"Arisaema nambae Kitam. f. viride H.Ikeda, Tom.Kobay. & J.Murata",自生,固有
12244,1,,30,サトイモ科,Araceae,シマテンナンショウ,Arisaema negishii Makino,自生,
12245,3,f,30,サトイモ科,Araceae,クボタテンナンショウ,Arisaema nikoense Nakai f. kubotae H.Ohashi et J.Murata,自生,固有
12246,1,,30,サトイモ科,Araceae,ハリノキテンナンショウ,Arisaema nikoense Nakai subsp. alpicola (Seriz.) J.Murata,自生,
12247,1,,30,サトイモ科,Araceae,オオミネテンナンショウ,Arisaema nikoense Nakai subsp. australe (M.Hotta) Seriz.,自生,固有
12248,1,,30,サトイモ科,Araceae,カミコウチテンナンショウ,Arisaema nikoense Nakai subsp. brevicollum (H.Ohashi et J.Murata) J.Murata,自生,固有
12249,1,,30,サトイモ科,Araceae,ユモトマムシグサ,Arisaema nikoense Nakai subsp. nikoense,自生,固有
12250,1,,30,サトイモ科,Araceae,ツクシテンナンショウ,Arisaema ogatae Koidz.,自生,固有
12251,1,,30,サトイモ科,Araceae,ヒロハテンナンショウ,Arisaema ovale Nakai var. ovale,自生,
12252,1,,30,サトイモ科,Araceae,コウライテンナンショウ,Arisaema peninsulae Nakai,自生,
12253,1,,30,サトイモ科,Araceae,ミクニテンナンショウ,Arisaema planilaminum J.Murata,自生,
12254,1,,30,サトイモ科,Araceae,ムサシアブミ,Arisaema ringens (Thunb.) Schott,自生,
12255,1,,30,サトイモ科,Araceae,カラフトヒロハテンナンショウ,Arisaema sachalinense (Miyabe et Kudô) J.Murata,自生,
12256,1,,30,サトイモ科,Araceae,キリシマテンナンショウ,Arisaema sazensoo (Blume) Makino,自生,固有
12257,3,f,30,サトイモ科,Araceae,ミドリテンナンショウ,Arisaema sazensoo (Blume) Makino f. viride Sugim.,自生,固有
12258,1,,30,サトイモ科,Araceae,セッピコテンナンショウ,Arisaema seppikoense Kitam.,自生,固有
12259,1,,30,サトイモ科,Araceae,カントウマムシグサ,Arisaema serratum (Thunb.) Schott,自生,
12260,1,,30,サトイモ科,Araceae,ユキモチソウ,Arisaema sikokianum Franch. et Sav.,自生,固有
12261,4,h,30,サトイモ科,Araceae,ユキモチアオテンナンショウ,Arisaema sikokianum Franch. et Sav. x A. tosaense Makino,自生,
12262,4,h,30,サトイモ科,Araceae,ムロウユキモチソウ,Arisaema sikokianum Franch. et Sav. x A. yamatense (Nakai) Nakai,自生,
12263,1,,30,サトイモ科,Araceae,ヤマジノテンナンショウ,Arisaema solenochlamys Nakai ex F.Maek.,自生,
12264,1,,30,サトイモ科,Araceae,ヤマグチテンナンショウ,Arisaema suwoense Nakai,自生,固有
12266,1,,30,サトイモ科,Araceae,オオマムシグサ,Arisaema takedae Makino,自生,
12267,1,,30,サトイモ科,Araceae,ツクシヒトツバテンナンショウ,Arisaema tashiroi Kitam.,自生,固有
12268,1,,30,サトイモ科,Araceae,ミツバテンナンショウ,Arisaema ternatipartitum Makino,自生,固有
12269,1,,30,サトイモ科,Araceae,ナンゴクウラシマソウ,Arisaema thunbergii Blume subsp. thunbergii,自生,
12270,1,,30,サトイモ科,Araceae,ウラシマソウ,Arisaema thunbergii Blume subsp. urashima (H.Hara) H.Ohashi et J.Murata,自生,固有
12271,1,,30,サトイモ科,Araceae,アオテンナンショウ,Arisaema tosaense Makino,自生,固有
12272,1,,30,サトイモ科,Araceae,ナガバマムシグサ,Arisaema undulatifolium Nakai subsp. undulatifolium,自生,固有
12273,1,,30,サトイモ科,Araceae,ウワジマテンナンショウ,Arisaema undulatifolium Nakai subsp. uwajimense T.Kobay. et J.Murata,自生,固有
12274,1,,30,サトイモ科,Araceae,ウンゼンマムシグサ,Arisaema unzenense Seriz.,自生,固有
12275,1,,30,サトイモ科,Araceae,スルガテンナンショウ,Arisaema yamatense (Nakai) Nakai subsp. sugimotoi (Nakai) H.Ohashi et J.Murata,自生,固有
12276,1,,30,サトイモ科,Araceae,ムロウテンナンショウ,Arisaema yamatense (Nakai) Nakai subsp. yamatense,自生,固有
12285,1,,30,サトイモ科,Araceae,ヒメカイウ,Calla palustris L.,自生,
12300,1,,30,サトイモ科,Araceae,ハブカズラ,Epipremnum pinnatum (L.) Engl.,自生,
12342,1,,30,サトイモ科,Araceae,ヒメウキクサ,Landoltia punctata (G.Mey.) Les et D.J.Crawford,自生,
12343,1,,30,サトイモ科,Araceae,ナンゴクアオウキクサ,Lemna aequinoctialis Welw.,自生,
12344,1,,30,サトイモ科,Araceae,アオウキクサ,Lemna aoukikusa Beppu et Murata subsp. aoukikusa,自生,
12345,1,,30,サトイモ科,Araceae,ホクリクアオウキクサ,Lemna aoukikusa Beppu et Murata subsp. hokurikuensis Beppu et Murata,自生,固有
12347,1,,30,サトイモ科,Araceae,ムラサキコウキクサ,Lemna japonica Landolt,自生,
12348,1,,30,サトイモ科,Araceae,コウキクサ,Lemna minor L.,自生,
12351,1,,30,サトイモ科,Araceae,ヒンジモ,Lemna trisulca L.,自生,
12352,1,,30,サトイモ科,Araceae,キタグニコウキクサ,Lemna turionifera Landolt,自生,
12304,3,f,30,サトイモ科,Araceae,ハゴロモミズバショウ,Lysichiton camtschatcensis (L.) Schott f. pennatus Hir.Sato,自生,
12309,1,,30,サトイモ科,Araceae,カラスビシャク,Pinellia ternata (Thunb.) Breitenb.,自生,
12310,3,f,30,サトイモ科,Araceae,シカハンゲ,Pinellia ternata (Thunb.) Breitenb. f. angustata (Schott) Makino,自生,
12311,3,f,30,サトイモ科,Araceae,ムラサキハンゲ,Pinellia ternata (Thunb.) Breitenb. f. atropurpurea (Makino) Ohwi,自生,
12312,3,f,30,サトイモ科,Araceae,ヤマハンゲ,Pinellia ternata (Thunb.) Breitenb. f. subcuspidata Honda,自生,
12313,1,,30,サトイモ科,Araceae,オオハンゲ,Pinellia tripartita (Blume) Schott,自生,固有
12314,3,f,30,サトイモ科,Araceae,ムラサキオオハンゲ,Pinellia tripartita (Blume) Schott  f. atropurpurea (Makino) Ohwi,自生,
12316,1,,30,サトイモ科,Araceae,ユズノハカズラ,Pothos chinensis (Raf.) Merr.,自生,
12317,1,,30,サトイモ科,Araceae,サキシマハブカズラ,Rhaphidophora korthalsii Schott,自生,
12318,1,,30,サトイモ科,Araceae,ヒメハブカズラ,Rhaphidophora liukiuensis Hatus.,自生,固
12354,1,,30,サトイモ科,Araceae,ウキクサ,Spirodela polyrhiza (L.) Schleid.,自生,
12325,1,,30,サトイモ科,Araceae,ナベクラザゼンソウ,Symplocarpus nabekuraensis Otsuka et K.Inoue,自生,固有
12326,1,,30,サトイモ科,Araceae,ヒメザゼンソウ,Symplocarpus nipponicus Makino,自生,
12327,3,f,30,サトイモ科,Araceae,フイリヒメザゼンソウ,Symplocarpus nipponicus Makino f. variegatus T.Koyama,自生,
12328,3,f,30,サトイモ科,Araceae,ミドリヒメザゼンソウ,Symplocarpus nipponicus Makino f. viridispathus J.Ohara,自生,
12329,1,,30,サトイモ科,Araceae,ザゼンソウ,Symplocarpus renifolius Schott ex Tzvelev,自生,
12330,3,f,30,サトイモ科,Araceae,フイリザゼンソウ,Symplocarpus renifolius Schott ex Tzvelev f. variegatus (K.Otsuka) K.Otsuka,自生,
12331,1,,30,サトイモ科,Araceae,リュウキュウハンゲ,Typhonium blumei Nicolson et Sivadasan,自生,
12355,1,,30,サトイモ科,Araceae,ミジンコウキクサ,Wolffia globosa (Roxb.) Hartog et Plas,自生,
10726,1,,31,チシマゼキショウ科,Tofieldiaceae,アッカゼキショウ,Tofieldia coccinea Richards. var. akkana (T.Shimizu) T.Shimizu,自生,固有
10727,1,,31,チシマゼキショウ科,Tofieldiaceae,チシマゼキショウ,Tofieldia coccinea Richards. var. coccinea,自生,
10728,1,,31,チシマゼキショウ科,Tofieldiaceae,エダウチゼキショウ,Tofieldia coccinea Richards. var. dibotrya M.N.Tamura et Fuse,自生,固有
10729,1,,31,チシマゼキショウ科,Tofieldiaceae,ゲイビゼキショウ,Tofieldia coccinea Richards. var. geibiensis (M.Kikuchi) H.Hara,自生,
10730,1,,31,チシマゼキショウ科,Tofieldiaceae,ハコネハナゼキショウ,Tofieldia coccinea Richards. var. gracilis (Franch. et Sav.) T.Shimizu,自生,
10731,1,,31,チシマゼキショウ科,Tofieldiaceae,ナガエチャボゼキショウ,Tofieldia coccinea Richards. var. kiusiana (Okuyama) H.Hara,自生,固有
10732,1,,31,チシマゼキショウ科,Tofieldiaceae,チャボゼキショウ,Tofieldia coccinea Richards. var. kondoi (Miyabe et Kudô) H.Hara,自生,
10733,1,,31,チシマゼキショウ科,Tofieldiaceae,ヤシュウハナゼキショウ,Tofieldia furusei (Hiyama) M.N.Tamura et Fuse,自生,固有
10734,1,,31,チシマゼキショウ科,Tofieldiaceae,ヒゼンハナゼキショウ,Tofieldia nuda Maxim. var. hizenensis T.Yamaz.,自生,固有
10735,1,,31,チシマゼキショウ科,Tofieldiaceae,ハナゼキショウ,Tofieldia nuda Maxim. var. nuda,自生,固有
10736,1,,31,チシマゼキショウ科,Tofieldiaceae,ヒメイワショウブ,Tofieldia okuboi Makino,自生,固有
10737,1,,31,チシマゼキショウ科,Tofieldiaceae,ヒュウガハナゼキショウ,Tofieldia yoshiiana Makino var. hyugaensis M.N.Tamura et Fuse,自生,固有
10738,1,,31,チシマゼキショウ科,Tofieldiaceae,ヤクシマチャボゼキショウ,Tofieldia yoshiiana Makino var. yoshiiana,自生,固有
10739,1,,31,チシマゼキショウ科,Tofieldiaceae,イワショウブ,Triantha japonica (Miq.) Baker,自生,固有
10163,1,,32,オモダカ科,Alismataceae,アズミノヘラオモダカ,Alisma canaliculatum A.Braun et C.D.Bouché var. azuminoense Kadono et Hamashima,自生,固有
10164,1,,32,オモダカ科,Alismataceae,ヘラオモダカ,Alisma canaliculatum A.Braun et C.D.Bouché var. canaliculatum,自生,
10165,1,,32,オモダカ科,Alismataceae,ホソバヘラオモダカ,Alisma canaliculatum A.Braun et C.D.Bouché var. harimense Makino,自生,固有
10166,1,,32,オモダカ科,Alismataceae,サジオモダカ,Alisma plantago-aquatica L. var. orientale Sam.,自生,
10167,1,,32,オモダカ科,Alismataceae,トウゴクヘラオモダカ,Alisma rariflorum Sam.,自生,
10168,1,,32,オモダカ科,Alismataceae,マルバオモダカ,Caldesia parnassiifolia (Bassi. ex L.) Parl.,自生,
10169,3,f,32,オモダカ科,Alismataceae,ウキマルバオモダカ,Caldesia parnassiifolia (Bassi. ex L.) Parl. f. natans Glück,自生,
10175,1,,32,オモダカ科,Alismataceae,アギナシ,Sagittaria aginashi Makino,自生,
10179,1,,32,オモダカ科,Alismataceae,カラフトグワイ,Sagittaria natans Pall.,自生,
10180,1,,32,オモダカ科,Alismataceae,ウリカワ,Sagittaria pygmaea Miq.,自生,
10185,3,f,32,オモダカ科,Alismataceae,ホソバオモダカ,Sagittaria trifolia L. f. longiloba Makino,自生,
10187,1,,32,オモダカ科,Alismataceae,オモダカ,Sagittaria trifolia L. var. trifolia,自生,
10188,1,,34,トチカガミ科,Hydrocharitaceae,セトヤナギスブタ,Blyxa alternifolia (Miq.) Hartog,自生,
10189,1,,34,トチカガミ科,Hydrocharitaceae,マルミスブタ,Blyxa aubertii Rich.,自生,
10190,1,,34,トチカガミ科,Hydrocharitaceae,スブタ,Blyxa echinosperma (C.B.Clarke) Hook.f.,自生,
10191,1,,34,トチカガミ科,Hydrocharitaceae,ヤナギスブタ,Blyxa japonica (Miq.) Maxim. ex Asch. et Gürke,自生,
10192,1,,34,トチカガミ科,Hydrocharitaceae,ミカワスブタ,Blyxa leiosperma Koidz.,自生,
10196,1,,34,トチカガミ科,Hydrocharitaceae,ウミショウブ,Enhalus acoroides (L.f.) Royle,自生,
10197,1,,34,トチカガミ科,Hydrocharitaceae,トゲウミヒルモ,Halophila decipiens Ostenf.,自生,
10198,1,,34,トチカガミ科,Hydrocharitaceae,コバンウミヒルモ,Halophila gaudichaudii John Kuo,自生,
10199,1,,34,トチカガミ科,Hydrocharitaceae,オオウミヒルモ,Halophila major (Zoll.) Miq.,自生,
10200,1,,34,トチカガミ科,Hydrocharitaceae,ミキウミヒルモ,Halophila mikii John Kuo,自生,
10201,1,,34,トチカガミ科,Hydrocharitaceae,ヒメウミヒルモ,Halophila minor (Zoll.) Hartog,自生,
10203,1,,34,トチカガミ科,Hydrocharitaceae,ノトウミヒルモ,Halophila nipponica J.Kuo subsp. notoensis Ohba et Miyata,自生,固有
10202,1,,34,トチカガミ科,Hydrocharitaceae,ヤマトウミヒルモ,Halophila nipponica John Kuo,自生,固有
10204,1,,34,トチカガミ科,Hydrocharitaceae,ホソウミヒルモ,Halophila okinawensis John Kuo,自生,
10205,1,,34,トチカガミ科,Hydrocharitaceae,ウミヒルモ,Halophila ovalis (R.Br.) Hook.f.,自生,
10206,4,h,34,トチカガミ科,Hydrocharitaceae,タナベウミヒルモ,Halophila x tanabensis Ohba et Miyata,自生,
10207,1,,34,トチカガミ科,Hydrocharitaceae,クロモ,Hydrilla verticillata (L.f.) Royle,自生,
10208,1,,34,トチカガミ科,Hydrocharitaceae,トチカガミ,Hydrocharis dubia (Blume) Backer,自生,
10279,1,,34,トチカガミ科,Hydrocharitaceae,ムサシモ,Najas ancistrocarpa A.Braun ex Magnus,自生,固有
10280,1,,34,トチカガミ科,Hydrocharitaceae,サガミトリゲモ,Najas chinensis N.Z.Wang,自生,固有
10281,1,,34,トチカガミ科,Hydrocharitaceae,イトトリゲモ,Najas gracillima (A.Braun ex Engelm.) Magnus,自生,
10282,1,,34,トチカガミ科,Hydrocharitaceae,ホッスモ,Najas graminea Delile,自生,
10283,1,,34,トチカガミ科,Hydrocharitaceae,イバラモ,Najas marina L.,自生,
10284,1,,34,トチカガミ科,Hydrocharitaceae,トリゲモ,Najas minor All.,自生,
10285,1,,34,トチカガミ科,Hydrocharitaceae,オオトリゲモ,Najas oguraensis Miki,自生,固有
10286,1,,34,トチカガミ科,Hydrocharitaceae,ヒメイバラモ,Najas tenuicaulis Miki,自生,固有
10287,1,,34,トチカガミ科,Hydrocharitaceae,イトイバラモ,Najas yezoensis Miyabe,自生,固有
10210,1,,34,トチカガミ科,Hydrocharitaceae,ミズオオバコ,Ottelia alismoides (L.) Pers.,自生,固有
10211,1,,34,トチカガミ科,Hydrocharitaceae,リュウキュウスガモ,Thalassia hemprichii (Ehrenb.) Asch.,自生,
10213,1,,34,トチカガミ科,Hydrocharitaceae,コウガイモ,Vallisneria denseserrulata (Makino) Makino,自生,
10215,1,,34,トチカガミ科,Hydrocharitaceae,ネジレモ,Vallisneria natans (Lour.) H.Hara var. biwaensis (Miki) H.Hara,自生,固有
10216,1,,34,トチカガミ科,Hydrocharitaceae,ヒラモ,Vallisneria natans (Lour.) H.Hara var. higoensis (Miki) H.Hara,自生,固有
10217,1,,34,トチカガミ科,Hydrocharitaceae,セキショウモ,Vallisneria natans (Lour.) H.Hara var. natans,自生,
10219,1,,35,ホロムイソウ科,Scheuchzeriaceae,ホロムイソウ,Scheuchzeria palustris L.,自生,
10221,1,,37,シバナ科,Juncaginaceae,オオシバナ,Triglochin maritima L.,自生,
10220,1,,37,シバナ科,Juncaginaceae,シバナ,Triglochin maritima L. subsp. asiatica Kitag.,自生,
10222,1,,37,シバナ科,Juncaginaceae,ホソバノシバナ,Triglochin palustris L.,自生,
10266,1,,38,アマモ科,Zosteraceae,スガモ,Phyllospadix iwatensis Makino,自生,
10267,1,,38,アマモ科,Zosteraceae,エビアマモ,Phyllospadix japonicus Makino,自生,
10268,4,h,38,アマモ科,Zosteraceae,ヒメスガモ,Phyllospadix x choshiensis Miyata et Ohba,自生,
10274,1,,38,アマモ科,Zosteraceae,オオアマモ,Zostera asiatica Miki,自生,
10275,1,,38,アマモ科,Zosteraceae,スゲアマモ,Zostera caespitosa Miki,自生,
10276,1,,38,アマモ科,Zosteraceae,タチアマモ,Zostera caulescens Miki,自生,
10277,1,,38,アマモ科,Zosteraceae,コアマモ,Zostera japonica Asch. et Graebn.,自生,
10278,1,,38,アマモ科,Zosteraceae,アマモ,Zostera marina L.,自生,
10223,1,,39,ヒルムシロ科,Potamogetonaceae,ホソバヒルムシロ,Potamogeton alpinus Balb.,自生,
10242,1,,39,ヒルムシロ科,Potamogetonaceae,イトモ,Potamogeton berchtoldii Fieber,自生,
10224,1,,39,ヒルムシロ科,Potamogetonaceae,エゾヤナギモ,Potamogeton compressus L.,自生,
10225,1,,39,ヒルムシロ科,Potamogetonaceae,エビモ,Potamogeton crispus L.,自生,
10226,1,,39,ヒルムシロ科,Potamogetonaceae,コバノヒルムシロ,Potamogeton cristatus Regel et Maack,自生,
10227,1,,39,ヒルムシロ科,Potamogetonaceae,ヒルムシロ,Potamogeton distinctus A.Benn.,自生,
10228,1,,39,ヒルムシロ科,Potamogetonaceae,フトヒルムシロ,Potamogeton fryeri A.Benn.,自生,
10229,1,,39,ヒルムシロ科,Potamogetonaceae,エゾノヒルムシロ,Potamogeton gramineus L.,自生,
10230,1,,39,ヒルムシロ科,Potamogetonaceae,ガシャモク,Potamogeton lucens L. subsp. sinicus (Migo) H.Hara var. teganumensis Makino,自生,
10231,1,,39,ヒルムシロ科,Potamogetonaceae,センニンモ,Potamogeton maackianus A.Benn.,自生,
10233,1,,39,ヒルムシロ科,Potamogetonaceae,オヒルムシロ,Potamogeton natans L.,自生,
10234,1,,39,ヒルムシロ科,Potamogetonaceae,イヌイトモ,Potamogeton obtusifolius Mert. et W.D.J.Koch,自生,
